0,0,0,1696873309.4994292
0,0,0,1696873309.5465524
0,0,0,1696873309.593864
0,0,0,1696873309.6408331
0,0,0,1696873309.688951
0,0,0,1696873309.7360954
0,0,0,1696873309.78312
0,0,0,1696873309.830097
0,0,0,1696873309.877059
0,0,0,1696873309.9240203
0,0,0,1696873309.9709685
0,0,0,1696873310.0181153
0,0,0,1696873310.0653987
0,0,0,1696873310.1123679
0,0,0,1696873310.1596344
0,0,0,1696873310.206821
0,0,0,1696873310.2540915
0,0,0,1696873310.3010018
0,0,0,1696873310.3482876
0,0,0,1696873310.395483
0,0,0,1696873310.4426765
0,0,0,1696873310.4899452
0,0,0,1696873310.5372548
0,0,0,1696873310.5845401
0,0,0,1696873310.631806
0,0,0,1696873310.6790767
0,0,0,1696873310.7263808
0,0,0,1696873310.7736974
0,1,0,1696873310.8209786
0,1,0,1696873310.86824
0,1,0,1696873310.9154587
0,1,0,1696873310.9626913
0,2,0,1696873311.009847
0,2,0,1696873311.0570974
-1,3,0,1696873311.1049435
-1,3,0,1696873311.1521063
-1,3,0,1696873311.1992273
-1,3,0,1696873311.2462466
-1,3,0,1696873311.293398
-1,4,0,1696873311.340479
-1,4,0,1696873311.387485
-1,4,0,1696873311.4345741
-1,4,0,1696873311.481531
-1,5,0,1696873311.5286715
-1,5,0,1696873311.5759475
-2,5,0,1696873311.6230671
-2,5,0,1696873311.6703174
-2,6,0,1696873311.7173665
-2,6,0,1696873311.7646132
-2,6,0,1696873311.811972
-2,6,0,1696873311.8592665
-2,6,0,1696873311.906518
-2,6,0,1696873311.9534683
-2,6,0,1696873312.0007155
-2,7,0,1696873312.0478265
-2,7,0,1696873312.0950758
-2,7,0,1696873312.1422684
-2,7,0,1696873312.189548
-2,7,0,1696873312.2367678
-2,7,0,1696873312.2840734
-2,6,0,1696873312.3311481
-2,6,0,1696873312.378453
-2,6,0,1696873312.4256978
-2,6,0,1696873312.4729621
-2,6,0,1696873312.5201488
-2,5,0,1696873312.567196
-2,5,0,1696873312.6141202
-1,5,0,1696873312.6612291
-1,5,0,1696873312.7084727
